Entry	Description	ANCeC1	ANCeC2	ANCeC3	ANCeC4	ANCeC5	ANCeC6	ANCeC7	HBCeC1	HBCeC2	HBCeC3	HBCeC4	HBCeC5	HBCeC6	HNCeC10	HNCeC11	HNCeC12	HNCeC13	HNCeC14	HNCeC15	HNCeC16	HNCeC17	HNCeC18	HNCeC4	HNCeC5	HNCeC6	HNCeC7	HNCeC8	JSCeC1	JSCeC2	JSCeC3	JSCeC4	JSCeC5	JSCeC6	MD70dCeC1	MD70d_CeC1	MD70dCeC2	MD70d_CeC2	MD70dCeC3	MD70d_CeC3	MD70dCeC4	MD70d_CeC4	MD70dCeC5	MD70d_CeC5	MD70dCeC6	MD70d_CeC6	MD70d_CeC7	MD70d_CeC8	PD70dCeC1	PD70d_CeC1	PD70dCeC2	PD70d_CeC2	PD70dCeC3	PD70d_CeC3	PD70dCeC4	PD70d_CeC4	PD70dCeC5	PD70d_CeC5	PD70dCeC6	PD70d_CeC6	PD70d_CeC7	PD70d_CeC8	SDCeC1	SDCeC2	SDCeC3	SDCeC4	SDCeC5	SDCeC6	SHCeC1	SHCeC12	SHCeC15	SHCeC16	SHCeC17	SHCeC18	SHCeC24	SHCeC26	SHCeC27	SHCeC28	SHCeC4	SHCeC7	SXCeC1	SXCeC2	SXCeC3	SXCeC4	SXCeC5	SXCeC6	WNCeC1L	WNCeC2L	WNFCeC1L	WNFCeC2L	WNFCeC3L	WNFCeC4L	CeC1	CeC105	CeC108	CeC112	CeC113	CeC123	CeC124	CeC139	CeC149	CeC161	CeC164	CeC166	CeC186	CeC192	CeC198	CeC200	CeC28	CeC35	CeC38	CeC41	CeC42	CeC51	CeC6	CeC61	CeC66	CeC67	CeC68	CeC69	CeC70	CeC89	FJCeC1	FJCeC2	FJCeC3	FJCeC4	FJCeC5	FJCeC6	GZCeC-10	GZCeC-24	GZCeC-25	GZCeC-26	GZCeC-27	GZCeC-28	GZCeC-29	GZCeC-30	GZCeC-6	GZCeC-7	GZCeC-8	GZCeC-9	HEBCeC-10	HEBCeC-15	HEBCeC-17	HEBCeC-18	HEBCeC-21	HEBCeC-22	HEBCeC-25	HEBCeC-30	HEBCeC-4	HEBCeC-5	HEBCeC-7	HEBCeC-8	SDQCeC10L	SDQCeC11L	SDQCeC1L	SDQCeC1R	SDQCeC2L	SDQCeC3L	SDQCeC4L	SDQCeC4R	SDQCeC5L	SDQCeC7R	SDQCeC8L	SDQCeC8R	SDQCeC9L	SDQCeC9R	SSCeC-1	SSCeC-10	SSCeC-2	SSCeC-3	SSCeC-4	SSCeC-5	SSCeC-6	SSCeC-7	SSCeC-8	SSCeC-9	WFHCeC11L	WFHCeC12L	WFHCeC13L	WFHCeC14L	WFHCeC16L	WFHCeC1L	WFHCeC21L	WFHCeC22L	WFHCeC23L	WFHCeC24L	WFHCeC25L	WFHCeC2L	WFHCeC3L	WFHCeC4L	WFHCeC6L	WHYCeC1L	WHYCeC1R	WHYCeC2L	WHYCeC2R	WHYCeC3L	WHYCeC3R	WHYCeC4L	WHYCeC4R	WHYCeC5L	WHYCeC5R	WHYCeC6L	WHYCeC6R	WHYCeC7L	WHYCeC7R	WHYCeC8
K02810	scrA, sacP, sacX, ptsS; sucrose PTS system EIIBCA or EIIBC component [EC:2.7.1.211]	37.641958	34.43343	32.291335	48.513447	37.368945	44.333764	33.532845	28.320299	34.494525	31.689394	16.195607	38.139661	25.759853	79.493921	73.429551	29.714744	42.978212	33.255957	50.192661	59.700775	81.465326	65.561138	47.284497	29.176762	24.943556	59.085863	70.581284	45.401928	80.537146	50.434851	58.22885	72.294871	71.05156	62.538209	63.376529	44.883854	45.515935	68.515254	62.511869	46.261844	42.28474	59.401134	62.744484	76.606232	45.82257	59.960217	45.155432	61.53776	64.095465	67.69438	70.986326	58.788773	56.696209	57.660345	65.90568	66.8156	56.319955	67.024419	70.784007	58.107366	71.295879	50.929425	50.9985	55.91406	96.031022	199.857678	85.938079	59.638691	47.929553	111.699989	56.691592	86.280114	90.651526	51.830636	84.856669	52.177506	47.004542	58.057955	120.292497	57.500107	25.384411	78.555714	61.873086	42.495126	54.190547	26.426788	33.530533	25.771078	130.602642	137.042727	46.240578	24.704234	16.042498	16.349014	35.154625	25.546001	24.477575	9.627429	17.892538	40.446862	14.35043	16.356061	21.546228	57.044931	52.102685	49.984815	44.315623	26.250558	19.592655	19.707642	22.169775	14.029005	35.124305	26.670925	20.480482	25.85733	21.19554	12.720589	12.246568	16.475313	29.6588	30.780659	41.363773	25.628294	68.181957	88.33311	77.657945	36.162695	15.686153	15.273725	15.327536	0	43.675958	45.816564	47.634771	19.675798	11.648931	2.099021	33.086129	20.069303	39.155284	12.960856	15.462599	10.401018	25.92692	21.664867	19.198785	9.284394	17.203516	7.497297	18.933063	32.137102	25.255604	68.282156	48.380878	56.032519	42.857452	57.370748	36.967803	27.453245	14.578046	75.997206	41.193314	90.879668	39.339627	34.667399	28.824935	33.319472	60.950921	77.348102	25.804833	17.026192	11.742725	36.805661	14.005945	71.7782	71.755613	62.978339	48.123739	29.448605	69.569226	72.18413	73.694343	76.206601	32.842212	39.890713	57.001256	76.935297	91.113115	85.011842	31.083521	74.76596	25.767582	69.946149	64.093967	74.682217	34.550919	176.603939	64.26323	66.787487	57.398975	92.780257	32.096577	120.090398	26.142008
K01193	INV, sacA; beta-fructofuranosidase [EC:3.2.1.26]	70.928941	82.268624	83.38315	88.728908	91.559875	78.914886	80.704505	90.836242	141.398737	132.313525	112.277707	128.452961	113.395827	182.561873	149.948718	69.476847	71.909662	100.555738	108.675233	161.224942	193.312588	176.583418	83.383354	51.227176	56.509825	124.030353	127.495143	98.549846	65.524727	122.806029	115.866135	73.859387	115.394088	111.06759	113.682895	110.102318	106.354639	85.587996	78.719027	77.745894	75.088518	110.792043	109.800617	81.430291	113.670725	85.981352	78.054345	131.139387	144.516016	140.248965	150.073248	139.028937	133.816219	137.805711	125.272208	136.398233	141.040058	125.32868	149.808348	135.871182	134.233196	116.685933	132.772408	123.683168	149.560327	190.247258	173.721064	145.00354	136.794247	171.657444	149.609603	137.031046	190.639716	147.809013	168.298539	130.918626	130.673966	135.95134	134.178738	126.541528	69.997451	115.428305	133.579563	86.101028	114.135105	147.741523	91.010247	84.910874	412.328191	174.996812	53.590699	57.946197	43.77315	45.774933	71.439605	38.199009	49.656143	30.210812	56.723964	70.237711	64.227549	55.024294	65.268017	105.457032	95.347535	96.290776	86.215229	56.559766	51.250148	65.165507	62.888595	63.38342	65.378487	54.635796	54.667361	61.943031	45.368517	46.087828	66.27458	60.296199	72.196282	85.423744	110.770876	90.651677	149.579303	116.253598	182.992618	71.092569	44.118206	12.332378	31.57199	0	68.888987	33.711385	65.793677	51.717669	68.955188	11.108635	48.406161	55.688985	127.250848	33.543548	49.158164	22.812559	63.662721	56.35669	50.649473	74.769362	75.046483	22.850657	46.539592	84.383761	45.633094	142.199189	105.894479	125.028313	100.32564	130.610378	79.725243	140.482382	176.369827	121.456614	82.829701	134.872359	88.68697	69.971348	56.306455	73.055349	74.07735	83.132113	64.097831	48.19439	29.002717	78.786644	37.983756	155.434579	137.478265	173.843249	89.740654	78.993893	126.929004	154.54613	164.935746	155.362416	125.12227	119.309164	137.822502	164.108372	162.055506	163.387309	64.525287	148.44729	62.355518	130.626507	145.981657	136.884142	83.119349	252.45575	102.589223	123.35253	105.056322	137.113025	64.189944	177.461344	104.497873
K00844	HK; hexokinase [EC:2.7.1.1]	4.88285	8.419201	5.933834	5.26704	7.266433	12.401692	17.203907	10.316119	6.208566	6.633322	3.111513	3.767507	2.077173	6.12991	8.192032	5.265953	27.64309	6.798975	8.304137	7.591063	6.832852	7.116729	15.362888	12.552261	15.451007	3.481132	14.447356	15.559887	8.159885	18.639611	27.151837	9.057361	19.509894	19.284675	17.551672	13.890441	14.933954	15.099632	15.059337	24.477174	21.639337	18.51107	16.353703	16.382774	13.449336	13.858703	22.574078	7.966668	7.900954	6.697926	7.088136	10.781231	11.320384	10.238403	11.747677	5.694868	9.941943	10.05867	7.066734	10.23367	6.825407	9.888564	16.429126	11.333073	65.035506	31.696979	25.28183	9.152247	11.372885	7.905427	8.994032	7.773657	2.482375	4.704014	4.577571	8.974829	4.332769	8.290647	5.541795	32.973085	7.570851	25.999311	4.463542	14.970645	10.331455	2.012085	23.005718	3.79713	22.558138	130.40668	12.297085	13.984061	9.650377	15.137524	12.477542	4.842585	19.513813	0.782651	20.682602	27.678066	47.623456	64.920734	17.722025	4.268532	15.914814	10.596131	13.143158	22.596212	30.068898	7.511574	18.620288	12.146286	22.660931	45.276331	13.079114	21.935974	11.920127	24.147292	7.842785	6.874316	18.521182	42.071525	20.924402	30.928716	36.472354	58.97687	50.011529	10.572567	12.985606	8.049965	5.38158	0	62.341365	30.194676	0	13.543702	8.166489	9.058941	42.462943	0.98271	1.681321	4.013328	4.841837	4.220258	3.12898	8.537358	2.456495	6.56698	4.030416	4.269999	6.088016	19.891838	15.891079	12.022897	25.42098	21.766204	9.562115	16.707671	22.039596	5.548348	1.349819	23.919697	28.94466	29.733741	35.813928	40.874639	27.961138	28.377881	59.354111	90.9594	39.46418	32.953714	39.144308	23.579517	56.151966	53.639162	37.956502	26.177021	12.348489	34.382142	36.768619	47.741625	41.158163	60.585056	21.485007	11.843808	42.542657	38.667376	56.754062	60.607948	27.739437	79.542841	9.931762	34.769159	3.670958	74.562832	4.913786	213.012502	28.156979	56.106058	30.624092	69.42102	13.39223	77.750627	0
K00847	E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]	140.910362	146.580135	114.845948	115.050893	130.71185	134.177539	152.772613	210.438867	153.6676	159.825226	172.444877	165.264948	158.521944	193.720908	204.376413	130.642751	105.778223	117.413116	214.250794	228.793684	268.540339	229.352068	120.893952	118.890165	84.610671	242.228428	211.839536	172.951218	178.875092	218.982268	200.073549	183.692733	181.447138	165.675597	207.245728	143.98925	162.109992	155.310133	186.661618	215.126565	257.428693	169.60737	202.837031	157.080363	158.310554	178.922504	234.306929	240.823791	299.08172	238.180072	293.326498	209.325497	239.523658	204.282811	250.974561	236.303838	294.405409	221.484393	286.808078	241.820687	268.008936	197.069931	153.979276	186.347099	228.368748	278.955773	238.097083	183.505145	174.587301	265.833981	209.200227	182.895919	228.66297	236.904052	216.722301	180.044736	191.696024	215.364711	233.17473	197.820828	207.404609	172.025973	204.036802	163.476681	186.401735	172.101503	200.191177	267.582596	196.16589	205.246283	60.93515	170.731572	112.776512	107.536943	82.339345	92.174797	110.778797	60.256859	104.085616	98.399287	187.875939	121.36553	135.730004	111.76479	110.40632	118.719464	138.411862	114.899464	132.899253	171.345069	106.56617	111.577874	107.485158	112.593137	136.748612	79.398977	150.898187	123.568691	123.015718	106.122462	115.791665	217.586343	178.492856	189.308335	208.34068	234.943699	228.142221	129.88577	63.737806	11.352388	107.194942	0	23.920329	80.830219	67.510196	65.866674	131.421359	173.646786	29.897022	85.380416	127.454251	74.262449	111.355733	58.02168	126.832298	101.309571	112.75686	109.491018	111.018198	108.914077	90.261231	117.590677	135.626668	247.099569	189.113198	169.363479	213.662246	213.785232	151.075629	97.764707	73.728111	186.352146	120.759963	202.859894	136.015915	135.907435	214.510077	176.024762	107.726437	98.129324	162.082607	74.906888	117.174596	128.71989	144.800092	220.033448	173.584519	259.323488	228.185251	161.218206	204.784638	218.04845	235.216675	161.331125	243.981193	197.141537	189.397164	218.048584	217.090418	221.955709	116.401996	194.055423	132.332152	184.829725	213.410245	156.105213	154.619734	145.443183	154.292426	119.208913	168.356641	176.586852	163.015584	196.828161	45.83002
K01810	GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]	410.553723	406.22458	403.201023	396.784534	403.954705	414.593264	412.493826	421.382757	418.435148	415.62578	389.637886	388.264366	398.849892	409.666526	422.875367	381.407544	374.10135	407.412201	409.880086	407.162859	405.939943	440.545469	356.33839	346.966898	349.466206	415.728896	401.122176	430.990418	440.175309	457.879749	453.754272	424.746038	429.621027	381.560151	400.990412	375.978084	403.793383	380.889898	405.222474	366.441377	402.1721	378.848666	397.266155	381.274284	399.398819	400.541467	388.743008	415.751061	435.153403	405.180198	414.458976	423.508337	431.592049	433.471844	443.715174	407.21025	435.460692	421.933821	434.401275	437.858956	445.472417	401.640464	411.169386	390.329863	347.373357	383.868453	385.955652	389.182863	409.211812	401.922557	413.813551	398.418615	404.076442	428.610838	415.760563	409.784171	404.7282	401.127962	388.883523	463.998563	457.565909	434.348944	452.097075	444.153366	445.231683	404.600309	372.80003	331.330088	350.532444	379.662569	378.385306	393.222552	451.40999	484.701694	379.998007	395.141366	443.809157	478.613098	430.007147	409.218662	415.617316	392.883746	396.948799	372.8209	369.647525	394.510559	374.638943	414.19949	370.234684	443.14842	384.782767	402.288864	373.459704	444.971506	414.686146	385.71812	415.892031	410.04394	391.307545	473.892477	411.483749	454.557586	441.517491	465.19337	457.008091	446.858974	462.883491	370.77567	431.615024	760.489065	358.662432	550.113932	628.293543	576.504713	387.643814	346.628083	313.813632	514.725721	599.349602	488.801431	425.429515	397.10678	380.344773	349.086932	382.231713	375.470364	352.105629	520.375819	524.240838	478.965457	503.534948	465.621398	457.912804	432.587735	447.210599	432.567452	424.375094	422.830012	432.92722	502.01916	519.91745	433.587333	451.813023	430.774118	447.302057	440.087962	430.224994	455.126201	410.476523	440.763059	434.407958	402.156116	427.496892	381.471504	451.283816	436.485182	440.761492	433.769359	441.371106	478.112612	447.857755	453.971751	463.797036	453.282125	458.963782	447.489789	457.133335	447.397199	445.339079	455.760162	370.986629	468.958684	377.489119	416.148125	387.829176	427.972843	370.788543	474.077564	368.153298	428.119277	376.817402	420.505926	384.790767	449.78964	570.46815
K00844	HK; hexokinase [EC:2.7.1.1]	4.88285	8.419201	5.933834	5.26704	7.266433	12.401692	17.203907	10.316119	6.208566	6.633322	3.111513	3.767507	2.077173	6.12991	8.192032	5.265953	27.64309	6.798975	8.304137	7.591063	6.832852	7.116729	15.362888	12.552261	15.451007	3.481132	14.447356	15.559887	8.159885	18.639611	27.151837	9.057361	19.509894	19.284675	17.551672	13.890441	14.933954	15.099632	15.059337	24.477174	21.639337	18.51107	16.353703	16.382774	13.449336	13.858703	22.574078	7.966668	7.900954	6.697926	7.088136	10.781231	11.320384	10.238403	11.747677	5.694868	9.941943	10.05867	7.066734	10.23367	6.825407	9.888564	16.429126	11.333073	65.035506	31.696979	25.28183	9.152247	11.372885	7.905427	8.994032	7.773657	2.482375	4.704014	4.577571	8.974829	4.332769	8.290647	5.541795	32.973085	7.570851	25.999311	4.463542	14.970645	10.331455	2.012085	23.005718	3.79713	22.558138	130.40668	12.297085	13.984061	9.650377	15.137524	12.477542	4.842585	19.513813	0.782651	20.682602	27.678066	47.623456	64.920734	17.722025	4.268532	15.914814	10.596131	13.143158	22.596212	30.068898	7.511574	18.620288	12.146286	22.660931	45.276331	13.079114	21.935974	11.920127	24.147292	7.842785	6.874316	18.521182	42.071525	20.924402	30.928716	36.472354	58.97687	50.011529	10.572567	12.985606	8.049965	5.38158	0	62.341365	30.194676	0	13.543702	8.166489	9.058941	42.462943	0.98271	1.681321	4.013328	4.841837	4.220258	3.12898	8.537358	2.456495	6.56698	4.030416	4.269999	6.088016	19.891838	15.891079	12.022897	25.42098	21.766204	9.562115	16.707671	22.039596	5.548348	1.349819	23.919697	28.94466	29.733741	35.813928	40.874639	27.961138	28.377881	59.354111	90.9594	39.46418	32.953714	39.144308	23.579517	56.151966	53.639162	37.956502	26.177021	12.348489	34.382142	36.768619	47.741625	41.158163	60.585056	21.485007	11.843808	42.542657	38.667376	56.754062	60.607948	27.739437	79.542841	9.931762	34.769159	3.670958	74.562832	4.913786	213.012502	28.156979	56.106058	30.624092	69.42102	13.39223	77.750627	0
K00845	glk; glucokinase [EC:2.7.1.2]	380.908626	361.844494	389.600671	346.570678	385.084053	347.794207	412.648333	615.241333	484.77323	507.92531	588.72298	486.579754	512.914375	404.659367	391.784238	388.945151	411.553576	322.125405	392.305858	391.990626	401.794077	402.626198	404.968073	366.737133	390.967791	412.680235	380.01517	416.247757	457.582351	451.859645	426.086337	452.513279	403.582848	481.547791	473.429124	434.666601	464.312279	448.385678	438.07487	475.482709	452.973931	492.879864	478.162507	437.616267	441.393551	426.076563	455.920627	430.351803	438.450704	463.846784	472.746326	432.915808	446.750522	428.825264	434.039332	454.130599	437.043658	430.358513	472.746285	445.40349	449.220054	419.485438	410.844164	401.056088	397.157666	438.280088	389.220054	389.718527	402.451138	440.367961	387.392467	389.590887	356.549795	395.578954	379.497306	398.934776	372.473963	397.867749	425.813827	437.241169	494.378641	408.054437	461.51511	469.275108	452.55801	466.290942	292.346844	319.746516	315.990159	288.841718	411.546544	427.084952	508.833002	578.860799	351.627138	403.657605	476.503302	423.169893	474.657076	395.80559	439.751841	359.12001	415.925523	407.456149	352.064901	345.534627	448.047523	377.463959	408.549626	449.78134	428.097603	450.683221	422.382955	440.288955	435.828665	358.075724	432.754058	488.237793	423.355391	435.400251	434.447448	387.206463	425.408498	424.121465	405.030749	373.67776	410.498273	434.876854	548.08215	1067.880877	375.585958	450.416157	770.458213	546.896386	376.795866	388.714909	415.252639	594.680012	697.563335	377.622559	401.81059	430.068509	385.793988	383.313078	317.8217	374.983263	378.880383	419.140088	399.739668	618.171802	486.603947	391.69579	403.863106	409.873619	399.521337	434.724384	405.957923	400.726514	390.50084	493.398308	438.784943	398.804632	401.740088	419.347832	395.046485	382.25152	443.294203	401.942881	394.84445	366.474572	386.085554	403.722312	427.369428	408.229007	408.463992	405.967214	393.976409	426.186667	436.054501	356.39878	410.852163	400.706617	421.641512	386.53682	422.531903	440.525564	394.187111	421.302269	430.622823	407.889033	410.942385	390.790512	395.435543	395.985523	421.331384	389.854062	407.318513	295.155732	384.627054	381.933373	384.370982	387.981405	393.467482	414.100828	644.448919
K00024	mdh; malate dehydrogenase [EC:1.1.1.37]	56.443565	69.053577	86.506491	43.614315	70.860206	93.826069	71.807812	161.873753	128.158821	136.717686	101.924852	98.630916	93.51414	27.423485	27.167047	34.59436	51.766008	63.146595	30.134636	28.330205	20.540909	26.341132	22.336227	40.765477	43.645623	27.315039	43.962483	31.690553	34.745716	43.667343	49.855086	33.581823	42.242228	164.742985	135.909993	169.224257	125.992939	116.69705	110.571193	159.55892	136.253897	161.228672	133.918025	112.32091	129.219938	110.075217	142.513683	138.916214	146.141977	139.755452	152.509839	150.31196	163.059957	147.976493	166.598636	138.948854	144.418983	155.948932	153.236945	169.1142	169.213392	68.580576	62.742826	71.22962	126.702495	103.389657	120.881029	57.960962	48.909052	30.571181	31.977669	40.083063	17.629838	36.303535	31.453937	55.310526	47.327763	47.015995	62.6507	59.301244	57.816439	43.773696	48.794953	41.45336	51.897237	63.776884	120.650062	28.987946	19.362316	174.797495	118.114918	119.880575	123.727385	69.184102	88.984343	92.195586	72.202321	100.203275	70.545691	113.462655	90.092758	95.434319	85.467048	90.621612	59.456311	104.752124	72.736283	114.23383	114.142176	77.444136	88.50934	121.750261	87.435747	74.636377	106.005861	121.623675	110.998372	138.888639	94.335312	123.405691	74.766151	56.824736	58.80189	53.231199	50.116246	73.091319	60.58311	62.557454	46.914775	35.042829	58.754699	0	69.96486	110.985571	85.764996	62.488952	61.200521	84.01532	49.354238	144.317531	81.440326	82.498129	72.657105	54.001892	27.839456	76.930285	59.456969	74.376312	104.014104	77.432751	129.608609	81.063549	104.872394	35.876688	57.210785	63.231516	48.008073	42.679915	66.826157	46.02676	100.257805	71.212355	76.663191	68.548907	76.981949	82.498423	82.259968	91.241425	102.369483	161.025399	67.095773	79.833554	103.803791	75.788577	110.234408	63.431038	64.473699	45.129292	49.566343	65.106987	65.22349	71.397033	53.006569	64.530724	61.060538	44.421528	66.564748	72.991015	70.150352	77.222984	49.701751	68.484805	38.611847	39.804972	31.062644	67.717912	22.693556	167.324637	37.227496	55.084175	59.25911	69.943443	34.396034	77.876561	6.020016
K00677	lpxA; UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]	8.20373307162402	8.31873832512745	8.48069369782435	8.36833126709648	8.36368925103928	8.21778449138239	8.27796740603834	8.44823011788919	8.34697532172849	8.35205811538064	8.47595782553861	8.55770447276467	8.55003472624859	7.9620274612599	7.93492333446407	8.99126654582814	9.10519690640188	8.67883556701562	8.4040192697006	8.28508821818554	8.04046470808843	7.98110506598328	9.09202486664536	9.13393383305871	9.13593648050045	8.32394822475337	8.35384208107314	7.74429866990066	7.39077359176132	7.57821501099006	7.76971462923686	7.51756940767456	7.57292543984311	8.26563072266969	7.72597663162523	8.15987728409988	7.70877437730059	8.24119859159928	8.05961534296338	8.3723987266049	8.05993464709207	8.22521307272365	7.74549728429146	8.36598446603566	7.72582779193815	8.06767625072106	8.07016978860691	7.81678063361916	7.65965037463708	7.89816505770334	7.82135029986456	7.94334890999546	7.88310515737312	7.99854968960575	7.77183630847665	7.91834627830123	7.69646397603718	7.92453082404036	7.83166712202815	7.85348361658747	7.79704264878606	8.34773638541963	8.5771373553124	8.3901391817634	8.30020976191902	8.20148980499429	8.43807210917205	7.78872482439577	7.92373067645276	7.35243095646944	7.78293394287589	7.91019859683253	7.13970019810638	7.51157274440745	7.52459218203507	7.89637850280552	7.83397818036624	7.96611658561875	7.80526217339263	8.05239351490113	7.94442355760301	7.77821923621365	7.80184165939624	8.10239239865915	7.86919157211303	9.0854875141201	8.63028513994284	8.99427216274898	8.47109119077919	8.86114571090833	9.33343874382989	8.62692129664789	8.46298514595771	8.61925608036419	8.79449669075078	8.66713228976153	8.81260005752654	9.17133698171217	8.71797329641741	8.78050496849332	8.86487362934256	8.62647695948927	8.56851490410425	8.80417302333087	8.72488508275229	8.51067690348851	8.62310978008076	8.86539456423296	8.7660162251509	8.45703883155865	8.7993612379564	8.72640594274109	8.84719700348984	8.85513798624175	8.5881744868838	9.00778646867977	8.45059809590513	8.76207139975492	8.85166762365312	8.94478868068156	8.7337577710219	8.36651548308897	8.67186351856991	8.49315186682582	8.59592535339123	8.25204803027913	8.50883980718877	9.1689152575621	9.43914347807393	9.85174706161241	9.18946617510791	8.7251604857652	9.44128076687111	9.28796691774831	9.16651777125939	9.22259336542199	8.82745270057513	9.09340883556136	9.35770663740469	9.11381127313226	9.02217914334595	9.34982400913944	9.1169533412824	9.33238203748923	9.23366279400438	9.11786242630531	9.35831275746306	9.06274531233162	8.97152558625045	8.4133289978749	8.99696358001054	9.07230839452524	8.82751944379727	8.25362558355244	8.69830380922299	8.92948170279191	8.42718438931549	8.43933958604551	8.74702976663208	9.01443192853592	8.7926225708468	8.60755736128517	8.90265219688046	8.5206298645913	8.86745346822811	8.97982408430451	8.91206078187844	8.83162613442741	9.18586893576388	9.26794211446276	8.96993244609166	9.08921753625003	8.84614809909517	9.18307934923113	8.61441169804549	8.70808531172803	8.69082541137893	8.55546663718131	8.39675759601874	8.43963400759171	8.61599191849792	8.5173290766634	8.43580022888464	8.74022074179006	8.29178868980524	8.5752299059065	8.37590065438032	8.5370373125	8.66737217963052	8.61953950132271	9.28647816977352	8.7509386327998	9.22462123897654	8.71579374264706	8.623264777054	8.79102148448487	9.20030794260587	8.806870049969	9.11889884992273	8.9840344542823	9.17286063468639	8.91082158958469	9.19777891019194	8.74964317630765	9.61642667817441
K02535	lpxC; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]	4.93804118116704	3.84509989345365	4.00492074654987	4.94072121213709	2.45342776190414	4.12050066500178	3.92048834625616	4.76124138540024	4.7933103124631	4.86863540888908	3.68302962916183	4.20287890277164	3.91596253302303	2.94157586181824	3.79319631271479	4.37077255381209	5.22048783775755	6.29870702769206	3.63953086051247	3.15147309421621	3.87428126023389	3.97818473619447	4.74637242955447	4.79420680339189	5.0416515740464	3.55244642503669	4.74103384321104	4.74457607986435	4.43882019065556	4.9055669410438	5.16739325599129	4.51813085077177	4.84349207852265	3.75478041815749	3.67990881884004	5.07302563269358	4.73704551725762	5.63767759205969	5.21085046547354	5.70888368980188	5.36596364685727	3.92952894111948	3.46747356597756	5.72399133237097	4.66164774349561	5.15532831777715	5.32935372727171	4.21263260127542	4.70283797979312	4.9584355087349	4.95960399464617	4.89885451774389	4.8532804079904	5.04715301662475	4.67986063930285	4.84719949702534	4.60950937112794	4.61530087468827	4.9347696350868	4.83789420960398	4.81285089805774	5.17073100233188	5.87644587827079	5.32180116820787	4.96656792840474	4.41067887444871	4.52974743590859	0.883269678666727	0.487028359904001	2.70679265608401	1.66766463594525	0.0187096537411983	0.590033787244369	1.28420376644603	0.77413890020738	1.02349170068785	0.647755655772483	2.51351954866919	-0.589094520146434	5.65785039242008	4.83837885993111	5.5668046229074	4.63081885901293	5.31858192575278	4.90194334487364	5.50407314494176	3.42175597115247	3.21842874144164	7.72309270245135	6.39016009789643	5.16140865228318	4.4728204627669	5.61975888139002	6.27917527878353	6.49036465370696	5.05299713306701	5.29705345133868	5.56620702425217	5.82300107388725	5.53784005067356	5.42223205862441	4.91497230464876	4.97101962832952	5.1191478926233	5.34062211897854	5.85689127429996	5.32801082066347	4.7929643830949	4.33546724873704	5.49421807438591	4.54617172783592	5.57098138228845	5.6584255856627	4.80637845390805	5.02074997803796	6.14957221768888	4.72250389471887	5.29655351042009	5.88237705545316	4.64751253549861	5.8661243443746	4.18513431069145	5.5821957960975	4.49387939657917	5.71226461586776	5.4599054989108	6.30978073152078	5.00526159556894	7.24343909122791	9.2900324672001	4.97341992895949	7.12944409515865	8.48291884742201	8.44614392444898	6.95528201842966	4.69881049524698	5.34643224851235	7.39739307353737	8.72122738800331	7.48007638619504	6.38988272807334	6.67257538859679	6.50223470106665	4.85351551700167	6.57490774142457	6.1725476798873	5.88180041614271	7.6855924711379	7.7277936347342	6.53175337834644	7.35674250480872	6.2120287327345	6.07134127835566	4.0193396831392	5.97391764349679	5.28463853515768	4.0928305315393	4.39119566924189	5.75675618448738	6.31509375583032	5.99108796328979	5.49952456869757	5.62974816392399	4.61599627214857	5.83066695688718	6.06116080443387	4.1878430305835	5.58104230620706	6.29442013600957	6.70168347858706	5.49733200593614	5.73883589041621	5.61054280500127	5.62454571552046	4.51025374923379	6.0969348806317	6.1869541413455	5.56467161679298	5.03846256468287	5.27476204426214	5.63935072336324	5.91814101747125	5.45331057614722	6.22866204378233	5.09009480014717	4.94305235438125	5.76458164291274	6.10391530198011	5.95696534771429	6.13877304897205	4.87602524142514	6.41217250160975	4.07527470284216	5.67917922751194	3.09784723766422	6.25417363662221	3.51958039941562	7.4676946765405	4.58864598414849	6.11508738046061	4.68592266112738	5.94052211721996	5.3233232996178	6.97528647129954	7.80121780123827
