genome	99%ANI	95%ANI
MAGs.WHYCoC3.Bin77	200_10	200
MAGs.FJCeC3.Bin81	200_11	200
MAGs.WFHCeC25L.Bin56	200_12	200
MAGs.WHYCeC2L.Bin72	200_13	200
MAGs.WHYCeC5R.Bin47	200_13	200
MAGs.WFHCeC12L.Bin31	200_14	200
MAGs.WFHCeC13L.Bin43	200_15	200
MAGs.SSCeC-1.Bin3	200_16	200
MAGs.SSCeC-2.Bin55	200_17	200
MAGs.SSCeC-4.Bin53	200_18	200
MAGs.FJCeC4.Bin29	200_19	200
MAGs.WFHCeC23L.Bin68	200_19	200
MAGs.WFHCeC21L.Bin120	200_20	200
MAGs.WFHCeC24L.Bin85	200_21	200
MAGs.WFHCeC22L.Bin43	200_22	200
MAGs.SDQCeC4L.Bin46	200_23	200
MAGs.SDQCeC4R.Bin8	200_24	200
MAGs.SDQCeC1L.Bin114	200_25	200
MAGs.SDQCeC8L.Bin32	200_26	200
MAGs.SDQCeC8R.Bin50	200_26	200
MAGs.SDQCeC10L.Bin26	200_27	200
MAGs.SDQCeC2L.Bin34	200_27	200
MAGs.SDQCeC9R.Bin92	200_27	200
MAGs.WFHCeC6L.Bin6	200_28	200
MAGs.WFHCeC14L.Bin99	200_29	200
MAGs.WHYCeC1L.Bin28	200_30	200
MAGs.WHYCeC7R.Bin70	200_31	200
MAGs.FJCeC1.Bin46	200_32	200
MAGs.WFHCeC11L.Bin83	200_33	200
MAGs.WFHCeC16L.Bin33	200_34	200
MAGs.FJCeC5.Bin76	200_35	200
MAGs.SSCeC-10.Bin26	200_36	200
MAGs.WFHCeC2L.Bin13	200_37	200
MAGs.HNCeC5.Bin75	200_38	200
MAGs.HNCeC8.Bin70	200_39	200
MAGs.HNCeC13.Bin12	200_40	200
MAGs.WNFCeC1L.Bin5	200_41	200
MAGs.WNCeC2L.Bin7	200_42	200
MAGs.HNCeC6.Bin3	201_1	201
MAGs.SDQCeC1R.Bin74	201_1	201
MAGs.SSCeC-10.Bin40	201_1	201
MAGs.SSCeC-9.Bin49	201_1	201
MAGs.WFHCeC12L.Bin16	201_1	201
MAGs.WFHCeC1L.Bin118	201_1	201
MAGs.WFHCeC2L.Bin123	201_1	201
MAGs.WFHCeC4L.Bin5	201_1	201
MAGs.WFHCeC6L.Bin94	201_1	201
MAGs.WFHCeC11L.Bin53	201_2	201
MAGs.CeC149.Bin1	202_1	202
MAGs.CeC164.Bin10	202_1	202
MAGs.CeC198.Bin16	202_1	202
MAGs.CeC28.Bin8	202_1	202
MAGs.CeC51.Bin17	202_1	202
MAGs.HNCeC5.Bin21	203_1	203
MAGs.WFHCeC16L.Bin136	203_1	203
MAGs.WFHCeC1L.Bin30	203_1	203
MAGs.WHYCeC7L.Bin19	203_1	203
MAGs.WNCeC1L.Bin38	203_1	203
MAGs.WHYCeC3R.Bin3	204_0	204
MAGs.WFHCeC23L.Bin15	205_1	205
MAGs.WFHCeC25L.Bin64	205_1	205
MAGs.WFHCeC24L.Bin110	206_0	206
MAGs.ANCeC4.Bin38	207_1	207
MAGs.ANCeC6.Bin134	207_1	207
MAGs.ANCeC1.Bin38	207_2	207
MAGs.SHCeC12.Bin11	207_2	207
MAGs.SHCeC16.Bin101	207_2	207
MAGs.SHCeC18.Bin33	207_2	207
MAGs.SHCeC26.Bin16	207_2	207
MAGs.FJCeC5.Bin71	207_3	207
MAGs.HEBCeC-18.Bin10	207_4	207
MAGs.SSCeC-7.Bin22	207_5	207
MAGs.HBCeC2.Bin54	208_1	208
MAGs.HBCeC5.Bin49	208_1	208
MAGs.HBCeC6.Bin1	208_1	208
MAGs.JSCeC1.Bin29	208_1	208
MAGs.JSCeC2.Bin65	208_1	208
MAGs.JSCeC3.Bin74	208_1	208
MAGs.JSCeC4.Bin55	208_1	208
MAGs.JSCeC5.Bin73	208_1	208
MAGs.SDCeC2.Bin53	208_1	208
MAGs.FJCeC2.Bin12	208_2	208
MAGs.CeC192.Bin50	209_1	209
MAGs.CeC66.Bin1	209_1	209
MAGs.CeC67.Bin38	209_1	209
MAGs.WHYCeC7L.Bin61	210_1	210
MAGs.WNCeC1L.Bin2	210_1	210
MAGs.WFHCeC11L.Bin61	210_2	210
MAGs.WFHCeC13L.Bin25	210_3	210
MAGs.SHCeC12.Bin114	211_0	211
MAGs.HBCeC2.Bin41	212_0	212
MAGs.FJCeC3.Bin107	213_1	213
MAGs.FJCeC4.Bin71	213_1	213
MAGs.HNCeC6.Bin73	213_1	213
MAGs.SDQCeC10L.Bin28	213_1	213
MAGs.WFHCeC11L.Bin74	213_1	213
MAGs.WFHCeC1L.Bin81	213_1	213
MAGs.WHYCeC1L.Bin30	213_1	213
MAGs.WHYCeC2L.Bin22	213_1	213
MAGs.WHYCeC2R.Bin100	213_1	213
MAGs.WHYCeC6R.Bin12	213_1	213
MAGs.WHYCeC7L.Bin8	213_1	213
MAGs.WHYCeC7R.Bin64	213_1	213
MAGs.WNCeC2L.Bin6	213_1	213
MAGs.CeC124.Bin4	214_1	214
MAGs.CeC164.Bin33	214_1	214
MAGs.CeC192.Bin58	214_1	214
MAGs.CeC35.Bin12	214_1	214
MAGs.CeC41.Bin14	214_1	214
MAGs.HEBCeC-22.Bin5	215_1	215
MAGs.HEBCeC-25.Bin46	215_1	215
MAGs.WHYCeC2L.Bin3	215_2	215
MAGs.WNCeC2L.Bin20	215_3	215
MAGs.SSCeC-10.Bin58	215_4	215
MAGs.SSCeC-9.Bin38	215_5	215
MAGs.WFHCeC11L.Bin35	215_6	215
MAGs.FJCeC1.Bin52	215_7	215
MAGs.WFHCeC21L.Bin63	215_8	215
MAGs.HNCeC5.Bin53	215_9	215
MAGs.WHYCeC4R.Bin6	215_10	215
MAGs.FJCeC5.Bin136	215_11	215
MAGs.SSCeC-2.Bin48	215_12	215
MAGs.WFHCeC6L.Bin37	215_13	215
MAGs.FJCeC2.Bin36	216_1	216
MAGs.WFHCeC14L.Bin28	216_1	216
MAGs.FJCeC4.Bin14	216_2	216
MAGs.SDQCeC8R.Bin38	216_3	216
MAGs.SHCeC17.Bin74	216_4	216
MAGs.FJCeC6.Bin25	216_5	216
MAGs.WFHCeC12L.Bin6	216_6	216
MAGs.WFHCeC16L.Bin2	217_0	217
MAGs.SSCeC-10.Bin82	218_1	218
MAGs.SSCeC-9.Bin95	218_1	218
MAGs.HNCeC11.Bin17	218_2	218
MAGs.HNCeC16.Bin44	218_2	218
MAGs.HNCeC18.Bin60	218_2	218
MAGs.SDQCeC4L.Bin57	218_3	218
MAGs.SDQCeC4R.Bin26	218_3	218
MAGs.SDQCeC9R.Bin28	218_3	218
MAGs.FJCeC1.Bin96	218_4	218
MAGs.WFHCeC21L.Bin95	218_4	218
MAGs.FJCeC3.Bin49	218_5	218
MAGs.HNCeC10.Bin97	218_5	218
MAGs.HNCeC6.Bin104	218_5	218
MAGs.SDQCeC1L.Bin2	218_5	218
MAGs.SDQCeC1R.Bin69	218_5	218
MAGs.WFHCeC2L.Bin86	218_5	218
MAGs.WFHCeC3L.Bin84	218_5	218
MAGs.WFHCeC6L.Bin108	218_5	218
MAGs.FJCeC2.Bin138	218_6	218
MAGs.FJCeC3.Bin68	219_1	219
MAGs.WFHCeC2L.Bin18	219_1	219
MAGs.HEBCeC-18.Bin18	219_2	219
MAGs.ANCeC5.Bin67	220_0	220
MAGs.FJCeC1.Bin71	221_1	221
MAGs.HEBCeC-15.Bin29	221_1	221
MAGs.SDQCeC4R.Bin91	221_1	221
MAGs.SDQCeC8L.Bin31	221_1	221
MAGs.SDQCeC9L.Bin93	221_1	221
MAGs.WFHCeC11L.Bin109	221_1	221
MAGs.WFHCeC13L.Bin52	221_1	221
MAGs.WFHCeC14L.Bin72	221_1	221
MAGs.WFHCeC22L.Bin4	221_1	221
MAGs.WFHCeC2L.Bin34	221_1	221
MAGs.WFHCeC4L.Bin79	221_1	221
MAGs.WHYCeC2L.Bin46	221_1	221
MAGs.WHYCeC2R.Bin107	221_1	221
MAGs.WHYCeC3L.Bin103	221_1	221
MAGs.WHYCeC5L.Bin40	221_1	221
MAGs.WHYCeC5R.Bin59	221_1	221
MAGs.WHYCeC6R.Bin28	221_1	221
MAGs.WHYCeC7L.Bin84	221_1	221
MAGs.WHYCeC7R.Bin86	221_1	221
MAGs.WHYCoC3.Bin42	221_1	221
MAGs.WHYCoC6.Bin8	221_1	221
MAGs.WHYCoC7.Bin10	221_1	221
MAGs.WNFCeC1L.Bin3	221_1	221
MAGs.WNFCeC3L.Bin23	221_1	221
MAGs.FJCeC3.Bin69	222_1	222
MAGs.HNCeC6.Bin66	222_2	222
MAGs.SSCeC-10.Bin16	222_3	222
MAGs.WNCeC2L.Bin29	222_4	222
MAGs.FJCeC1.Bin117	222_5	222
MAGs.HBCeC2.Bin52	223_1	223
MAGs.HBCeC3.Bin3	223_1	223
MAGs.HBCeC5.Bin46	223_1	223
MAGs.SDCeC6.Bin51	223_1	223
MAGs.SXCeC5.Bin31	223_1	223
MAGs.CeC200.Bin28	224_0	224
MAGs.ANCeC5.Bin30	225_1	225
MAGs.ANCeC6.Bin50	225_1	225
MAGs.SHCeC1.Bin24	225_1	225
MAGs.SHCeC26.Bin51	225_1	225
MAGs.SHCeC27.Bin24	225_1	225
MAGs.SHCeC16.Bin66	225_2	225
MAGs.SHCeC28.Bin65	225_2	225
MAGs.SHCeC7.Bin12	225_2	225
MAGs.SHCeC17.Bin103	225_3	225
MAGs.SHCeC17.Bin99	226_0	226
MAGs.JSCeC1.Bin15	227_1	227
MAGs.JSCeC3.Bin129	227_1	227
MAGs.JSCeC4.Bin97	227_1	227
MAGs.JSCeC5.Bin41	227_1	227
MAGs.HEBCeC-18.Bin26	228_1	228
MAGs.HEBCeC-21.Bin59	228_1	228
MAGs.HEBCeC-25.Bin27	228_1	228
MAGs.SHCeC18.Bin69	229_0	229
MAGs.JSCeC4.Bin38	230_0	230
MAGs.FJCeC4.Bin68	231_1	231
MAGs.SDQCeC9L.Bin64	231_1	231
MAGs.SDQCeC9R.Bin43	231_1	231
MAGs.WFHCeC12L.Bin2	231_1	231
MAGs.WFHCeC13L.Bin45	231_1	231
MAGs.WFHCeC2L.Bin94	231_1	231
MAGs.ANCeC7.Bin143	231_2	231
MAGs.HBCeC4.Bin61	231_3	231
MAGs.SXCeC3.Bin2	232_1	232
MAGs.SXCeC4.Bin133	232_1	232
MAGs.SXCeC6.Bin19	232_1	232
MAGs.WFHCeC12L.Bin23	232_2	232
MAGs.SHCeC15.Bin53	232_3	232
MAGs.ANCeC7.Bin57	232_4	232
MAGs.FJCeC2.Bin21	232_5	232
MAGs.HEBCeC-18.Bin31	232_6	232
MAGs.ANCeC5.Bin25	233_1	233
MAGs.GZCeC-28.Bin6	233_1	233
MAGs.HNCeC5.Bin9	233_1	233
MAGs.SDQCeC1R.Bin84	233_1	233
MAGs.WFHCeC11L.Bin15	233_1	233
MAGs.WFHCeC1L.Bin126	233_1	233
MAGs.WFHCeC21L.Bin38	233_1	233
MAGs.WFHCeC23L.Bin25	233_1	233
MAGs.WHYCeC2L.Bin58	233_1	233
MAGs.WHYCeC2R.Bin39	233_1	233
MAGs.WHYCeC4L.Bin37	233_1	233
MAGs.WHYCeC4R.Bin25	233_1	233
MAGs.WHYCeC5L.Bin26	233_1	233
MAGs.WHYCeC5R.Bin32	233_1	233
MAGs.WHYCeC6R.Bin74	233_1	233
MAGs.WHYCeC8.Bin2	233_1	233
MAGs.WHYCoC7.Bin4	233_1	233
MAGs.ANCeC7.Bin114	234_1	234
MAGs.FJCeC2.Bin25	234_1	234
MAGs.FJCeC5.Bin35	234_1	234
MAGs.GZCeC-26.Bin10	234_1	234
MAGs.HEBCeC-15.Bin38	234_1	234
MAGs.HEBCeC-18.Bin78	234_1	234
MAGs.HEBCeC-25.Bin84	234_1	234
MAGs.HEBCeC-30.Bin43	234_1	234
MAGs.HNCeC17.Bin59	234_1	234
MAGs.HNCeC4.Bin35	234_1	234
MAGs.HNCeC5.Bin65	234_1	234
MAGs.JSCeC3.Bin149	234_1	234
MAGs.JSCeC4.Bin9	234_1	234
MAGs.SDQCeC10L.Bin44	234_1	234
MAGs.SDQCeC2L.Bin29	234_1	234
MAGs.SDQCeC4R.Bin56	234_1	234
MAGs.SDQCeC8R.Bin10	234_1	234
MAGs.SDQCeC9R.Bin70	234_1	234
MAGs.SHCeC24.Bin9	234_1	234
MAGs.SHCeC28.Bin111	234_1	234
MAGs.SSCeC-3.Bin31	234_1	234
MAGs.SSCeC-6.Bin21	234_1	234
MAGs.SXCeC1.Bin46	234_1	234
MAGs.WFHCeC12L.Bin67	234_1	234
MAGs.WFHCeC14L.Bin33	234_1	234
MAGs.WFHCeC16L.Bin78	234_1	234
MAGs.WFHCeC1L.Bin42	234_1	234
MAGs.WFHCeC22L.Bin137	234_1	234
MAGs.WFHCeC25L.Bin78	234_1	234
MAGs.WFHCeC6L.Bin31	234_1	234
MAGs.WHYCeC1R.Bin10	234_1	234
MAGs.WHYCeC4L.Bin14	234_1	234
MAGs.WHYCeC4R.Bin44	234_1	234
MAGs.WHYCeC5L.Bin9	234_1	234
MAGs.WHYCeC5R.Bin15	234_1	234
MAGs.WHYCeC6R.Bin13	234_1	234
MAGs.WHYCeC7L.Bin86	234_1	234
MAGs.WHYCeC7R.Bin51	234_1	234
MAGs.CeC164.Bin9	235_1	235
MAGs.CeC166.Bin18	235_1	235
MAGs.FJCeC2.Bin11	235_2	235
MAGs.SDQCeC4L.Bin23	236_1	236
MAGs.SSCeC-1.Bin81	236_1	236
MAGs.WFHCeC23L.Bin51	236_1	236
MAGs.CeC149.Bin7	236_2	236
MAGs.CeC186.Bin10	236_2	236
MAGs.ANCeC1.Bin67	236_3	236
MAGs.ANCeC5.Bin45	236_3	236
MAGs.ANCeC6.Bin9	236_3	236
MAGs.CeC105.Bin14	236_3	236
MAGs.CeC35.Bin8	236_3	236
MAGs.CeC38.Bin13	236_3	236
MAGs.CeC51.Bin7	236_3	236
MAGs.FJCeC1.Bin78	236_3	236
MAGs.FJCeC5.Bin22	236_3	236
MAGs.GZCeC-10.Bin10	236_3	236
MAGs.HEBCeC-15.Bin28	236_3	236
MAGs.HEBCeC-17.Bin32	236_3	236
MAGs.HEBCeC-18.Bin85	236_3	236
MAGs.HEBCeC-21.Bin2	236_3	236
MAGs.HEBCeC-25.Bin89	236_3	236
MAGs.HEBCeC-30.Bin19	236_3	236
MAGs.HNCeC10.Bin82	236_3	236
MAGs.HNCeC11.Bin10	236_3	236
MAGs.HNCeC12.Bin27	236_3	236
MAGs.HNCeC13.Bin44	236_3	236
MAGs.HNCeC14.Bin15	236_3	236
MAGs.HNCeC15.Bin43	236_3	236
MAGs.HNCeC16.Bin39	236_3	236
MAGs.HNCeC17.Bin22	236_3	236
MAGs.HNCeC4.Bin45	236_3	236
MAGs.HNCeC5.Bin80	236_3	236
MAGs.HNCeC6.Bin82	236_3	236
MAGs.HNCeC7.Bin38	236_3	236
MAGs.HNCeC8.Bin96	236_3	236
MAGs.JSCeC4.Bin14	236_3	236
MAGs.JSCeC6.Bin78	236_3	236
MAGs.SDQCeC10L.Bin19	236_3	236
MAGs.SDQCeC1L.Bin43	236_3	236
MAGs.SDQCeC1R.Bin52	236_3	236
MAGs.SDQCeC2L.Bin37	236_3	236
MAGs.SDQCeC3L.Bin34	236_3	236
MAGs.SDQCeC4R.Bin2	236_3	236
MAGs.SDQCeC9L.Bin44	236_3	236
MAGs.SDQCeC9R.Bin44	236_3	236
MAGs.SHCeC16.Bin108	236_3	236
MAGs.SHCeC24.Bin3	236_3	236
MAGs.SSCeC-2.Bin2	236_3	236
MAGs.SSCeC-3.Bin42	236_3	236
MAGs.SSCeC-4.Bin34	236_3	236
MAGs.SSCeC-6.Bin16	236_3	236
MAGs.SXCeC2.Bin4	236_3	236
MAGs.SXCeC5.Bin34	236_3	236
MAGs.SXCeC6.Bin80	236_3	236
MAGs.WFHCeC11L.Bin67	236_3	236
MAGs.WFHCeC12L.Bin3	236_3	236
MAGs.WFHCeC13L.Bin104	236_3	236
MAGs.WFHCeC16L.Bin146	236_3	236
MAGs.WFHCeC1L.Bin9	236_3	236
MAGs.WFHCeC25L.Bin109	236_3	236
MAGs.WFHCeC2L.Bin100	236_3	236
MAGs.WFHCeC3L.Bin36	236_3	236
MAGs.WFHCeC4L.Bin73	236_3	236
MAGs.WFHCeC6L.Bin13	236_3	236
MAGs.WHYCeC1L.Bin3	236_3	236
MAGs.WHYCeC2L.Bin49	236_3	236
MAGs.WHYCeC2R.Bin3	236_3	236
MAGs.WHYCeC3L.Bin26	236_3	236
MAGs.WHYCeC3R.Bin51	236_3	236
MAGs.WHYCeC4L.Bin41	236_3	236
MAGs.WHYCeC4R.Bin74	236_3	236
MAGs.WHYCeC5L.Bin52	236_3	236
MAGs.WHYCeC5R.Bin33	236_3	236
MAGs.WHYCeC6L.Bin23	236_3	236
MAGs.WHYCeC6R.Bin29	236_3	236
MAGs.WHYCeC7L.Bin101	236_3	236
MAGs.WHYCeC7R.Bin42	236_3	236
MAGs.WNCeC1L.Bin43	236_3	236
MAGs.WNFCeC4L.Bin55	236_3	236
MAGs.SHCeC1.Bin38	236_4	236
MAGs.HNCeC6.Bin48	237_0	237
MAGs.WFHCeC16L.Bin90	238_0	238
MAGs.HEBCeC-17.Bin26	239_1	239
MAGs.HEBCeC-22.Bin3	239_1	239
MAGs.SHCeC24.Bin140	239_2	239
MAGs.SXCeC2.Bin61	239_3	239
MAGs.SDCeC4.Bin35	239_4	239
MAGs.FJCeC1.Bin73	239_5	239
MAGs.HBCeC4.Bin11	239_6	239
MAGs.HBCeC5.Bin7	239_6	239
MAGs.HBCeC6.Bin57	239_6	239
MAGs.JSCeC1.Bin53	239_7	239
MAGs.JSCeC2.Bin48	239_7	239
MAGs.JSCeC5.Bin42	239_7	239
MAGs.JSCeC6.Bin31	239_7	239
MAGs.SXCeC4.Bin51	239_7	239
MAGs.SXCeC6.Bin2	239_7	239
MAGs.SDCeC6.Bin57	239_8	239
MAGs.ANCeC4.Bin82	239_9	239
MAGs.SHCeC12.Bin8	239_10	239
MAGs.HEBCeC-4.Bin12	240_0	240
MAGs.GZCeC-10.Bin49	241_0	241
MAGs.SDQCeC8R.Bin14	242_0	242
MAGs.WNCeC1L.Bin18	243_0	243
MAGs.CeC192.Bin122	244_0	244
MAGs.WNFCeC1L.Bin1	245_0	245
MAGs.FJCeC3.Bin55	246_0	246
MAGs.SHCeC24.Bin125	247_0	247
MAGs.WHYCeC7R.Bin44	248_0	248
MAGs.WHYCoC2.Bin2	249_1	249
MAGs.WHYCoC7.Bin21	249_2	249
MAGs.WHYILC3.Bin16	249_3	249
MAGs.SDQCoC4.Bin5	249_4	249
MAGs.SDQILC9.Bin11	249_5	249
MAGs.PD7d_CeC_3.Bin4	250_0	250
MAGs.SDQCoC5.Bin22	251_1	251
MAGs.SDQILC1.Bin1	251_1	251
MAGs.SDQILC5.Bin23	251_1	251
MAGs.HNCeC8.Bin37	252_0	252
MAGs.SHCeC24.Bin46	253_1	253
MAGs.SSCeC-4.Bin50	253_2	253
MAGs.ANCeC5.Bin56	253_3	253
MAGs.SHCeC28.Bin122	253_3	253
MAGs.HEBCeC-17.Bin39	253_4	253
MAGs.HEBCeC-30.Bin1	253_4	253
MAGs.WFHCeC21L.Bin18	253_5	253
MAGs.WHYCeC7L.Bin75	253_6	253
MAGs.CeC198.Bin4	253_7	253
MAGs.GZCeC-10.Bin3	253_8	253
MAGs.HNCeC5.Bin92	253_9	253
MAGs.HNCeC10.Bin38	254_0	254
MAGs.SHCeC24.Bin63	255_0	255
MAGs.CeC192.Bin81	256_1	256
MAGs.HEBCeC-18.Bin28	256_2	256
MAGs.JSCeC3.Bin91	256_3	256
MAGs.SHCeC18.Bin91	257_0	257
MAGs.ANCeC6.Bin42	258_1	258
MAGs.CeC1.Bin29	258_1	258
MAGs.CeC161.Bin23	258_1	258
MAGs.CeC35.Bin16	258_1	258
MAGs.CeC38.Bin17	258_1	258
MAGs.CeC6.Bin32	258_1	258
MAGs.CeC68.Bin5	258_1	258
MAGs.GZCeC-8.Bin11	258_1	258
MAGs.FJCeC1.Bin112	259_1	259
MAGs.WFHCeC16L.Bin41	259_1	259
MAGs.WFHCeC24L.Bin28	259_1	259
MAGs.ANCeC5.Bin58	260_1	260
MAGs.ANCeC6.Bin132	260_1	260
MAGs.ANCeC7.Bin18	260_1	260
MAGs.SHCeC1.Bin1	260_1	260
MAGs.SHCeC27.Bin137	260_1	260
MAGs.SSCeC-7.Bin10	261_0	261
MAGs.ANCeC2.Bin50	262_1	262
MAGs.ANCeC3.Bin67	262_1	262
MAGs.ANCeC4.Bin69	262_1	262
MAGs.ANCeC5.Bin72	262_1	262
MAGs.ANCeC6.Bin66	262_1	262
MAGs.ANCeC7.Bin140	262_1	262
MAGs.SHCeC12.Bin30	262_1	262
MAGs.SHCeC15.Bin4	262_1	262
MAGs.SHCeC16.Bin50	262_1	262
MAGs.SHCeC17.Bin2	262_1	262
MAGs.SHCeC27.Bin80	262_1	262
MAGs.SHCeC4.Bin4	262_1	262
MAGs.CeC161.Bin19	263_1	263
MAGs.CeC38.Bin22	263_1	263
MAGs.CeC51.Bin28	263_1	263
MAGs.CeC6.Bin10	263_1	263
MAGs.CeC67.Bin6	263_1	263
MAGs.CeC89.Bin8	263_1	263
MAGs.CeC192.Bin131	263_2	263
MAGs.CeC149.Bin17	263_3	263
MAGs.SDCeC6.Bin12	263_4	263
MAGs.WHYCeC1R.Bin63	263_5	263
MAGs.WFHCeC1L.Bin123	263_6	263
MAGs.WNFCeC4L.Bin33	263_7	263
MAGs.SDQCeC4R.Bin33	264_0	264
MAGs.WFHCeC16L.Bin6	265_0	265
MAGs.ANCeC2.Bin99	266_1	266
MAGs.ANCeC3.Bin18	266_1	266
MAGs.ANCeC6.Bin114	266_1	266
MAGs.WFHCeC16L.Bin10	267_0	267
MAGs.WFHCeC22L.Bin16	268_0	268
MAGs.ANCeC1.Bin35	269_1	269
MAGs.ANCeC4.Bin53	269_1	269
MAGs.WFHCeC16L.Bin152	270_0	270
MAGs.SDQCeC4R.Bin65	271_1	271
MAGs.WHYCeC1R.Bin130	271_1	271
MAGs.ANCeC2.Bin95	272_1	272
MAGs.ANCeC4.Bin71	272_1	272
MAGs.ANCeC5.Bin1	272_1	272
MAGs.ANCeC6.Bin85	272_1	272
MAGs.SHCeC26.Bin48	272_1	272
MAGs.SHCeC24.Bin45	272_2	272
MAGs.FJCeC4.Bin102	273_0	273
MAGs.WHYCeC3R.Bin37	274_0	274
MAGs.CeC66.Bin4	275_0	275
MAGs.HNCeC12.Bin51	276_1	276
MAGs.WHYCeC5L.Bin24	276_2	276
MAGs.HNCeC17.Bin19	276_3	276
MAGs.WHYCeC7R.Bin53	276_4	276
MAGs.SDCeC4.Bin2	277_1	277
MAGs.SDCeC5.Bin51	277_1	277
MAGs.SDCeC6.Bin4	277_1	277
MAGs.PD70dCeC2.Bin27	278_1	278
MAGs.PD70dCeC3.Bin78	278_1	278
MAGs.PD70dCeC4.Bin18	278_1	278
MAGs.PD70dCeC5.Bin26	278_1	278
MAGs.PD70d_CeC2.Bin3	278_1	278
MAGs.PD70d_CeC3.Bin10	278_1	278
MAGs.PD70d_CeC6.Bin45	278_1	278
MAGs.PD70d_CeC7.Bin31	278_1	278
MAGs.WHYCeC3L.Bin91	278_2	278
MAGs.WHYCeC3R.Bin73	278_2	278
MAGs.WHYCeC4R.Bin88	278_3	278
MAGs.FJCeC5.Bin19	279_0	279
MAGs.HNCeC14.Bin8	280_1	280
MAGs.HNCeC15.Bin55	280_1	280
MAGs.HNCeC17.Bin45	280_1	280
MAGs.HNCeC7.Bin99	280_1	280
MAGs.ANCeC1.Bin12	281_1	281
MAGs.ANCeC2.Bin57	281_1	281
MAGs.ANCeC3.Bin2	281_1	281
MAGs.ANCeC4.Bin20	281_1	281
MAGs.ANCeC5.Bin31	281_1	281
MAGs.ANCeC6.Bin78	281_1	281
MAGs.ANCeC7.Bin123	281_1	281
MAGs.SHCeC1.Bin56	281_1	281
MAGs.SHCeC12.Bin80	281_1	281
MAGs.SHCeC15.Bin79	281_1	281
MAGs.SHCeC16.Bin20	281_1	281
MAGs.SHCeC17.Bin40	281_1	281
MAGs.SHCeC18.Bin63	281_1	281
MAGs.SHCeC24.Bin84	281_1	281
MAGs.SHCeC26.Bin31	281_1	281
MAGs.SHCeC27.Bin22	281_1	281
MAGs.SHCeC28.Bin59	281_1	281
MAGs.SHCeC4.Bin80	281_1	281
MAGs.SHCeC7.Bin19	281_1	281
MAGs.HNCeC10.Bin78	282_1	282
MAGs.SDQCeC3L.Bin52	282_1	282
MAGs.HNCeC10.Bin23	283_1	283
MAGs.HNCeC11.Bin96	283_1	283
MAGs.HNCeC6.Bin15	283_1	283
MAGs.SDQCeC5L.Bin2	284_0	284
MAGs.JSCeC4.Bin81	285_1	285
MAGs.MD70dCeC2.Bin13	285_1	285
MAGs.MD70d_CeC2.Bin35	285_1	285
MAGs.MD70d_CeC6.Bin4	285_1	285
MAGs.HBCeC1.Bin37	286_1	286
MAGs.HBCeC5.Bin27	286_1	286
MAGs.HBCeC6.Bin16	286_1	286
MAGs.CeC198.Bin3	287_1	287
MAGs.MD70dCeC1.Bin21	287_1	287
MAGs.MD70dCeC5.Bin30	287_1	287
MAGs.MD70d_CeC1.Bin14	287_1	287
MAGs.MD70d_CeC5.Bin68	287_1	287
MAGs.PD70dCeC6.Bin25	287_1	287
MAGs.PD70d_CeC3.Bin94	287_1	287
MAGs.ANCeC2.Bin27	288_1	288
MAGs.ANCeC3.Bin88	288_1	288
MAGs.ANCeC7.Bin117	288_1	288
MAGs.HBCeC2.Bin19	288_1	288
MAGs.HBCeC3.Bin33	288_1	288
MAGs.JSCeC2.Bin6	288_1	288
MAGs.JSCeC3.Bin7	288_1	288
MAGs.JSCeC4.Bin29	288_1	288
MAGs.JSCeC5.Bin105	288_1	288
MAGs.SDCeC6.Bin41	288_1	288
MAGs.SHCeC24.Bin54	288_1	288
MAGs.SHCeC26.Bin33	288_1	288
MAGs.SHCeC27.Bin130	288_1	288
MAGs.SHCeC4.Bin24	288_1	288
MAGs.SXCeC2.Bin31	288_1	288
MAGs.SXCeC3.Bin50	288_1	288
MAGs.SXCeC6.Bin46	288_1	288
MAGs.SHCeC16.Bin58	289_1	289
MAGs.SHCeC17.Bin49	289_1	289
MAGs.SHCeC28.Bin83	289_1	289
MAGs.FJCeC2.Bin123	289_2	289
MAGs.WFHCeC16L.Bin58	289_2	289
MAGs.HNCeC13.Bin77	289_3	289
MAGs.HNCeC7.Bin17	289_3	289
MAGs.HNCeC15.Bin60	289_4	289
MAGs.HNCeC16.Bin94	289_5	289
MAGs.HNCeC17.Bin66	289_6	289
MAGs.HNCeC18.Bin46	289_7	289
MAGs.FJCeC2.Bin84	290_1	290
MAGs.WFHCeC12L.Bin13	290_2	290
MAGs.HNCeC4.Bin52	291_1	291
MAGs.HNCeC5.Bin5	291_1	291
MAGs.WFHCeC16L.Bin156	291_2	291
MAGs.HNCeC18.Bin9	292_1	292
MAGs.HNCeC7.Bin8	292_2	292
MAGs.HNCeC5.Bin87	292_3	292
MAGs.WFHCeC16L.Bin110	292_4	292
MAGs.SDQCeC4L.Bin17	293_0	293
MAGs.WHYCeC1R.Bin91	294_0	294
MAGs.FJCeC1.Bin100	295_0	295
MAGs.WFHCeC14L.Bin85	296_0	296
MAGs.FJCeC3.Bin115	297_0	297
MAGs.SDCeC5.Bin50	298_1	298
MAGs.SDCeC6.Bin25	298_1	298
MAGs.SXCeC1.Bin48	298_1	298
MAGs.SHCeC28.Bin39	298_2	298
MAGs.MD14d_CeC_3.Bin27	299_1	299
