id	genes	cazyfamily	phylum
FJCeC4.Bin56	35	20	Firmicutes
FJCeC4.Bin62	55	31	Bacteroidota
FJCeC4.Bin64	13	10	Firmicutes
FJCeC4.Bin65	64	26	Firmicutes
FJCeC4.Bin68	92	51	Bacteroidota
FJCeC4.Bin7	186	68	Firmicutes
FJCeC4.Bin70	72	42	Proteobacteria
FJCeC4.Bin71	66	35	Bacteroidota
FJCeC4.Bin75	39	24	Bacteroidota
FJCeC4.Bin80	39	25	Actinobacteriota
FJCeC4.Bin84	109	50	Firmicutes
FJCeC4.Bin85	46	33	Bacteroidota
FJCeC4.Bin86	178	65	Bacteroidota
FJCeC4.Bin87	55	30	Firmicutes
FJCeC4.Bin90	81	39	Firmicutes
FJCeC4.Bin94	111	52	Firmicutes
FJCeC4.Bin95	176	68	Bacteroidota
FJCeC4.Bin96	120	61	Bacteroidota
FJCeC4.Bin97	178	73	Bacteroidota
FJCeC5.Bin1	36	22	Firmicutes
FJCeC5.Bin10	31	16	Actinobacteriota
FJCeC5.Bin103	36	25	Firmicutes
FJCeC5.Bin110	138	58	Firmicutes
FJCeC5.Bin111	54	29	Spirochaetota
FJCeC5.Bin115	103	46	Bacteroidota
FJCeC5.Bin116	46	22	Desulfobacterota
FJCeC5.Bin120	77	41	Bacteroidota
FJCeC5.Bin122	11	8	Halobacteriota
FJCeC5.Bin123	69	37	Firmicutes
FJCeC5.Bin124	83	52	Firmicutes
FJCeC5.Bin125	75	43	Firmicutes
FJCeC5.Bin127	91	41	Firmicutes
FJCeC5.Bin131	65	39	Bacteroidota
FJCeC5.Bin135	95	51	Bacteroidota
FJCeC5.Bin136	122	58	Bacteroidota
FJCeC5.Bin14	92	43	Firmicutes
FJCeC5.Bin141	225	79	Firmicutes
FJCeC5.Bin16	61	29	Desulfobacterota
FJCeC5.Bin17	31	22	Firmicutes
FJCeC5.Bin19	63	31	Firmicutes
FJCeC5.Bin2	162	63	Firmicutes
FJCeC5.Bin22	145	70	Bacteroidota
FJCeC5.Bin23	109	49	Bacteroidota
FJCeC5.Bin27	280	96	Bacteroidota
FJCeC5.Bin31	59	35	Bacteroidota
FJCeC5.Bin32	49	30	Spirochaetota
FJCeC5.Bin33	73	37	Firmicutes
FJCeC5.Bin35	230	75	Bacteroidota
FJCeC5.Bin4	26	17	Proteobacteria
FJCeC5.Bin41	64	28	Firmicutes
FJCeC5.Bin44	159	74	Firmicutes
FJCeC5.Bin45	93	34	Firmicutes
FJCeC5.Bin46	66	32	Firmicutes
FJCeC5.Bin47	21	18	Firmicutes
FJCeC5.Bin5	191	53	Firmicutes
FJCeC5.Bin51	42	20	Firmicutes
FJCeC5.Bin57	73	36	Firmicutes
FJCeC5.Bin59	157	63	Bacteroidota
FJCeC5.Bin6	30	16	Proteobacteria
FJCeC5.Bin62	59	37	Firmicutes
FJCeC5.Bin63	83	38	Firmicutes
FJCeC5.Bin65	147	60	Firmicutes
FJCeC5.Bin70	57	33	Bacteroidota
FJCeC5.Bin71	109	59	Bacteroidota
FJCeC5.Bin72	104	58	Bacteroidota
FJCeC5.Bin74	85	34	Firmicutes
FJCeC5.Bin76	99	51	Bacteroidota
FJCeC5.Bin78	61	37	Firmicutes
FJCeC5.Bin79	49	23	Desulfobacterota
FJCeC5.Bin80	33	22	Synergistota
FJCeC5.Bin87	31	17	Firmicutes
FJCeC5.Bin9	67	32	Actinobacteriota
FJCeC5.Bin90	190	74	Bacteroidota
FJCeC5.Bin92	54	34	Bacteroidota
FJCeC5.Bin95	116	56	Bacteroidota
FJCeC5.Bin97	111	65	Bacteroidota
FJCeC5.Bin99	33	24	Firmicutes
FJCeC6.Bin100	126	56	Bacteroidota
FJCeC6.Bin11	160	52	Firmicutes
FJCeC6.Bin16	161	58	Firmicutes
FJCeC6.Bin2	32	20	Bacteroidota
FJCeC6.Bin20	184	55	Firmicutes
FJCeC6.Bin25	106	51	Bacteroidota
FJCeC6.Bin26	43	26	Firmicutes
FJCeC6.Bin27	103	47	Firmicutes
FJCeC6.Bin29	34	19	Spirochaetota
FJCeC6.Bin33	90	54	Bacteroidota
FJCeC6.Bin36	46	25	Cyanobacteria
FJCeC6.Bin39	81	39	Bacteroidota
FJCeC6.Bin41	146	59	Bacteroidota
FJCeC6.Bin45	136	59	Bacteroidota
FJCeC6.Bin46	89	46	Proteobacteria
FJCeC6.Bin5	92	60	Bacteroidota
FJCeC6.Bin50	123	63	Bacteroidota
FJCeC6.Bin54	62	29	Firmicutes
FJCeC6.Bin57	113	47	Firmicutes
FJCeC6.Bin60	127	53	Firmicutes
FJCeC6.Bin62	37	21	Bacteroidota
FJCeC6.Bin63	78	32	Actinobacteriota
FJCeC6.Bin68	24	16	Deferribacterota
FJCeC6.Bin70	66	44	Firmicutes
FJCeC6.Bin76	73	31	Firmicutes
FJCeC6.Bin78	102	47	Bacteroidota
FJCeC6.Bin80	68	37	Firmicutes
FJCeC6.Bin86	125	49	Bacteroidota
FJCeC6.Bin89	70	37	Firmicutes
FJCeC6.Bin97	73	31	Firmicutes
FJCeC6.Bin99	32	23	Firmicutes
GZCeC-10.Bin10	167	72	Bacteroidota
GZCeC-10.Bin11	135	61	Bacteroidota
GZCeC-10.Bin14	49	31	Firmicutes
GZCeC-10.Bin15	35	18	Firmicutes
GZCeC-10.Bin18	62	40	Firmicutes
GZCeC-10.Bin19	33	19	Firmicutes
GZCeC-10.Bin21	70	38	Firmicutes
GZCeC-10.Bin23	90	51	Firmicutes
GZCeC-10.Bin24	187	67	Bacteroidota
GZCeC-10.Bin26	51	28	Cyanobacteria
GZCeC-10.Bin29	158	70	Bacteroidota
GZCeC-10.Bin3	79	41	Bacteroidota
GZCeC-10.Bin31	53	29	Cyanobacteria
GZCeC-10.Bin38	35	21	Proteobacteria
GZCeC-10.Bin39	14	11	Proteobacteria
GZCeC-10.Bin46	59	37	Firmicutes
GZCeC-10.Bin48	60	29	Firmicutes
GZCeC-10.Bin49	116	60	Bacteroidota
GZCeC-10.Bin5	53	31	Firmicutes
GZCeC-10.Bin52	115	51	Bacteroidota
GZCeC-10.Bin8	170	66	Bacteroidota
GZCeC-26.Bin10	147	64	Bacteroidota
GZCeC-26.Bin12	55	32	Fusobacteriota
GZCeC-26.Bin17	43	27	Desulfobacterota
GZCeC-26.Bin18	53	32	Firmicutes
GZCeC-26.Bin19	76	33	Firmicutes
GZCeC-26.Bin22	52	26	Bacteroidota
GZCeC-26.Bin26	202	76	Bacteroidota
GZCeC-26.Bin28	269	89	Bacteroidota
GZCeC-26.Bin3	70	38	Bacteroidota
GZCeC-26.Bin30	89	54	Bacteroidota
GZCeC-26.Bin31	143	56	Bacteroidota
GZCeC-26.Bin33	63	35	Firmicutes
GZCeC-26.Bin37	49	24	Deferribacterota
GZCeC-26.Bin38	140	63	Bacteroidota
GZCeC-26.Bin40	162	71	Bacteroidota
GZCeC-26.Bin8	96	48	Bacteroidota
GZCeC-26.Bin9	58	32	Bacteroidota
HBCeC1.Bin1	73	35	Firmicutes
HBCeC1.Bin12	12	5	Halobacteriota
HBCeC1.Bin16	237	75	Bacteroidota
HBCeC1.Bin30	36	25	Firmicutes
HBCeC1.Bin32	57	28	Firmicutes
HBCeC1.Bin34	37	18	Cyanobacteria
HBCeC1.Bin38	46	30	Firmicutes
HBCeC1.Bin39	191	54	Firmicutes
HBCeC1.Bin41	56	34	Firmicutes
HBCeC1.Bin6	50	27	Firmicutes
HBCeC2.Bin15	121	53	Bacteroidota
HBCeC2.Bin19	120	50	Firmicutes
HBCeC2.Bin23	67	30	Firmicutes
HBCeC2.Bin24	34	25	Firmicutes
HBCeC2.Bin25	45	28	Firmicutes
HBCeC2.Bin30	64	27	Desulfobacterota
HBCeC2.Bin32	37	20	Firmicutes
HBCeC2.Bin37	81	47	Firmicutes
HBCeC2.Bin39	118	59	Firmicutes
HBCeC2.Bin40	59	30	Firmicutes
HBCeC2.Bin41	184	80	Bacteroidota
HBCeC2.Bin44	166	64	Firmicutes
HBCeC2.Bin46	33	19	Proteobacteria
HBCeC2.Bin47	89	41	Firmicutes
HBCeC2.Bin53	107	39	Firmicutes
HBCeC2.Bin54	119	62	Bacteroidota
HBCeC2.Bin56	302	84	Bacteroidota
HBCeC2.Bin60	59	28	Firmicutes
HBCeC2.Bin63	25	14	Halobacteriota
HBCeC2.Bin8	37	26	Firmicutes
HBCeC3.Bin1	156	72	Bacteroidota
HBCeC3.Bin12	80	54	Firmicutes
HBCeC3.Bin21	54	31	Firmicutes
HBCeC3.Bin26	32	16	Desulfobacterota
HBCeC3.Bin30	90	40	Firmicutes
HBCeC3.Bin9	121	44	Firmicutes
HBCeC4.Bin10	103	52	Firmicutes
HBCeC4.Bin11	250	92	Bacteroidota
HBCeC4.Bin15	9	7	Firmicutes
HBCeC4.Bin18	56	33	Firmicutes
HBCeC4.Bin19	213	83	Bacteroidota
HBCeC4.Bin20	103	43	Firmicutes
HBCeC4.Bin26	347	110	Bacteroidota
HBCeC4.Bin27	218	77	Bacteroidota
HBCeC4.Bin32	83	32	Firmicutes
HBCeC4.Bin37	74	30	Firmicutes
HBCeC4.Bin38	42	30	Firmicutes
HBCeC4.Bin39	41	23	Bacteroidota
HBCeC4.Bin40	43	28	Firmicutes
HBCeC4.Bin44	29	21	Cyanobacteria
HBCeC4.Bin47	77	34	Cyanobacteria
HBCeC4.Bin51	61	30	Cyanobacteria
HBCeC4.Bin6	230	67	Firmicutes
HBCeC4.Bin61	248	90	Bacteroidota
HBCeC4.Bin64	115	54	Bacteroidota
HBCeC4.Bin8	174	52	Firmicutes
HBCeC5.Bin1	168	60	Firmicutes
HBCeC5.Bin21	74	33	Cyanobacteria
HBCeC5.Bin27	82	33	Firmicutes
HBCeC5.Bin29	35	22	Cyanobacteria
HBCeC5.Bin33	68	28	Firmicutes
HBCeC5.Bin40	120	49	Firmicutes
HBCeC5.Bin43	36	24	Proteobacteria
HBCeC5.Bin46	228	97	Bacteroidota
HBCeC5.Bin48	88	45	Bacteroidota
HBCeC5.Bin50	101	52	Bacteroidota
HBCeC6.Bin12	67	29	Cyanobacteria
HBCeC6.Bin13	82	50	Firmicutes
HBCeC6.Bin15	132	44	Firmicutes
HBCeC6.Bin21	262	82	Bacteroidota
HBCeC6.Bin22	296	98	Bacteroidota
HBCeC6.Bin29	168	50	Firmicutes
HBCeC6.Bin38	60	28	Firmicutes
HBCeC6.Bin8	165	60	Verrucomicrobiota
HEBCeC-15.Bin11	32	19	Firmicutes
HEBCeC-15.Bin14	57	33	Firmicutes
HEBCeC-15.Bin15	81	36	Firmicutes
HEBCeC-15.Bin19	87	41	Proteobacteria
HEBCeC-15.Bin2	64	27	Firmicutes
HEBCeC-15.Bin28	164	62	Bacteroidota
HEBCeC-15.Bin29	137	58	Bacteroidota
HEBCeC-15.Bin32	106	48	Bacteroidota
HEBCeC-15.Bin38	178	71	Bacteroidota
HEBCeC-15.Bin39	98	38	Spirochaetota
HEBCeC-15.Bin6	47	21	Deferribacterota
HEBCeC-17.Bin1	102	49	Bacteroidota
HEBCeC-17.Bin11	117	59	Bacteroidota
HEBCeC-17.Bin17	51	24	Desulfobacterota
HEBCeC-17.Bin18	197	78	Bacteroidota
HEBCeC-17.Bin20	18	12	Firmicutes
HEBCeC-17.Bin21	140	62	Bacteroidota
HEBCeC-17.Bin26	173	73	Bacteroidota
HEBCeC-17.Bin27	70	31	Firmicutes
HEBCeC-17.Bin28	22	10	Firmicutes
HEBCeC-17.Bin32	159	62	Bacteroidota
HEBCeC-17.Bin38	74	43	Firmicutes
HEBCeC-17.Bin39	94	46	Bacteroidota
HEBCeC-17.Bin4	106	50	Bacteroidota
HEBCeC-17.Bin41	103	57	Bacteroidota
HEBCeC-17.Bin5	55	23	Firmicutes
HEBCeC-17.Bin54	35	20	Firmicutes
HEBCeC-17.Bin56	49	31	Firmicutes
HEBCeC-17.Bin6	49	25	Campylobacterota
HEBCeC-17.Bin62	61	33	Bacteroidota
HEBCeC-17.Bin65	93	50	Bacteroidota
HEBCeC-17.Bin67	24	20	Firmicutes
HEBCeC-17.Bin70	48	33	Fusobacteriota
HEBCeC-17.Bin72	85	32	Bacteroidota
HEBCeC-17.Bin76	12	10	Proteobacteria
HEBCeC-17.Bin77	135	60	Bacteroidota
HEBCeC-17.Bin81	119	50	Bacteroidota
HEBCeC-17.Bin82	29	19	Proteobacteria
HEBCeC-18.Bin10	110	58	Bacteroidota
HEBCeC-18.Bin13	143	67	Bacteroidota
HEBCeC-18.Bin14	160	67	Bacteroidota
HEBCeC-18.Bin18	217	89	Bacteroidota
HEBCeC-18.Bin21	53	29	Firmicutes
HEBCeC-18.Bin28	32	14	Firmicutes
HEBCeC-18.Bin31	179	67	Bacteroidota
HEBCeC-18.Bin40	80	48	Bacteroidota
HEBCeC-18.Bin43	85	43	Firmicutes
HEBCeC-18.Bin45	165	68	Bacteroidota
HEBCeC-18.Bin50	99	40	Spirochaetota
HEBCeC-18.Bin54	150	66	Bacteroidota
HEBCeC-18.Bin67	85	44	Firmicutes
HEBCeC-18.Bin69	198	74	Bacteroidota
HEBCeC-18.Bin7	31	12	Firmicutes
HEBCeC-18.Bin71	51	28	Desulfobacterota
HEBCeC-18.Bin74	147	64	Bacteroidota
HEBCeC-18.Bin75	110	60	Bacteroidota
HEBCeC-18.Bin78	149	59	Bacteroidota
HEBCeC-18.Bin8	14	10	Firmicutes
HEBCeC-18.Bin80	90	32	Bacteroidota
HEBCeC-18.Bin83	48	26	Deferribacterota
HEBCeC-21.Bin2	215	73	Bacteroidota
HEBCeC-21.Bin25	55	28	Bacteroidota
HEBCeC-21.Bin30	116	68	Bacteroidota
HEBCeC-21.Bin33	16	11	Desulfobacterota
HEBCeC-21.Bin4	139	56	Bacteroidota
HEBCeC-21.Bin45	12	9	Firmicutes
HEBCeC-21.Bin49	22	13	Proteobacteria
HEBCeC-21.Bin58	124	53	Bacteroidota
HEBCeC-21.Bin59	184	72	Bacteroidota
HEBCeC-21.Bin63	187	78	Bacteroidota
HEBCeC-21.Bin64	95	45	Verrucomicrobiota
HEBCeC-25.Bin11	115	52	Bacteroidota
HEBCeC-25.Bin14	126	68	Bacteroidota
HEBCeC-25.Bin20	68	38	Firmicutes
HEBCeC-25.Bin25	172	71	Bacteroidota
HEBCeC-25.Bin33	76	29	Firmicutes
HEBCeC-25.Bin34	37	21	Fusobacteriota
HEBCeC-25.Bin35	71	43	Spirochaetota
HEBCeC-25.Bin36	174	76	Bacteroidota
HEBCeC-25.Bin37	114	49	Firmicutes
HEBCeC-25.Bin39	46	21	Firmicutes
HEBCeC-25.Bin44	20	12	Firmicutes
HEBCeC-25.Bin46	103	49	Bacteroidota
HEBCeC-25.Bin5	50	27	Desulfobacterota
HEBCeC-25.Bin50	135	59	Bacteroidota
HEBCeC-25.Bin51	96	35	Firmicutes
HEBCeC-25.Bin55	37	27	Firmicutes
HEBCeC-25.Bin56	51	35	Firmicutes
HEBCeC-25.Bin57	66	32	Firmicutes
HEBCeC-25.Bin58	85	34	Bacteroidota
HEBCeC-25.Bin6	21	13	Synergistota
HEBCeC-25.Bin60	93	47	Bacteroidota
HEBCeC-25.Bin62	173	70	Bacteroidota
HEBCeC-25.Bin65	72	44	Firmicutes
HEBCeC-25.Bin68	67	37	Spirochaetota
HEBCeC-25.Bin71	51	27	Firmicutes
HEBCeC-25.Bin74	186	81	Bacteroidota
HEBCeC-25.Bin75	77	37	Bacteroidota
HEBCeC-25.Bin78	23	16	Desulfobacterota
HEBCeC-25.Bin84	149	64	Bacteroidota
HEBCeC-25.Bin89	155	64	Bacteroidota
HEBCeC-25.Bin90	132	67	Bacteroidota
HEBCeC-25.Bin92	118	48	Bacteroidota
HEBCeC-30.Bin1	63	34	Bacteroidota
HEBCeC-30.Bin12	86	42	Bacteroidota
HEBCeC-30.Bin19	179	66	Bacteroidota
HEBCeC-30.Bin2	144	74	Bacteroidota
HEBCeC-30.Bin23	104	49	Bacteroidota
HEBCeC-30.Bin28	44	26	Proteobacteria
HEBCeC-30.Bin32	23	15	Desulfobacterota
HEBCeC-30.Bin34	121	58	Bacteroidota
HEBCeC-30.Bin35	30	19	Fusobacteriota
HEBCeC-30.Bin4	139	66	Bacteroidota
HEBCeC-30.Bin43	193	72	Bacteroidota
HEBCeC-30.Bin7	26	12	Firmicutes
HEBCeC-7.Bin12	138	61	Bacteroidota
HEBCeC-7.Bin13	44	26	Firmicutes
HEBCeC-7.Bin14	39	26	Firmicutes
HEBCeC-7.Bin17	208	67	Verrucomicrobiota
HEBCeC-7.Bin18	20	11	Halobacteriota
HEBCeC-7.Bin19	38	21	Proteobacteria
HEBCeC-7.Bin2	85	45	Proteobacteria
HEBCeC-7.Bin20	32	23	Firmicutes
HEBCeC-7.Bin22	67	44	Firmicutes
HEBCeC-7.Bin23	161	68	Bacteroidota
HEBCeC-7.Bin25	81	36	Firmicutes
HEBCeC-7.Bin27	63	34	Firmicutes
HEBCeC-7.Bin31	61	37	Verrucomicrobiota
HEBCeC-7.Bin36	48	25	Campylobacterota
HEBCeC-7.Bin38	60	31	Proteobacteria
HEBCeC-7.Bin4	89	49	Firmicutes
HEBCeC-7.Bin48	104	47	Firmicutes
HEBCeC-7.Bin51	24	16	Proteobacteria
HEBCeC-7.Bin52	80	41	Firmicutes
HEBCeC-7.Bin55	157	71	Bacteroidota
HEBCeC-7.Bin58	76	41	Firmicutes
HEBCeC-7.Bin6	41	28	Firmicutes
HEBCeC-7.Bin60	57	34	Firmicutes
HEBCeC-7.Bin8	183	76	Bacteroidota
HNCeC10.Bin102	82	41	Firmicutes
HNCeC10.Bin105	43	25	Firmicutes
HNCeC10.Bin107	53	31	Firmicutes
HNCeC10.Bin108	74	31	Firmicutes
HNCeC10.Bin109	111	53	Firmicutes
HNCeC10.Bin115	156	64	Bacteroidota
HNCeC10.Bin14	115	55	Firmicutes
HNCeC10.Bin15	120	54	Bacteroidota
HNCeC10.Bin16	99	43	Firmicutes
HNCeC10.Bin17	84	37	Firmicutes
HNCeC10.Bin20	37	25	Firmicutes
HNCeC10.Bin21	94	38	Firmicutes
HNCeC10.Bin23	48	23	Firmicutes
HNCeC10.Bin29	72	38	Firmicutes
HNCeC10.Bin33	77	42	Bacteroidota
HNCeC10.Bin35	120	52	Bacteroidota
HNCeC10.Bin36	175	47	Firmicutes
HNCeC10.Bin37	18	14	Bacteroidota
HNCeC10.Bin38	11	8	Firmicutes
HNCeC10.Bin41	37	21	Firmicutes
HNCeC10.Bin43	121	49	Firmicutes
HNCeC10.Bin46	137	55	Bacteroidota
HNCeC10.Bin49	48	13	Methanobacteriota
HNCeC10.Bin5	89	42	Firmicutes
HNCeC10.Bin50	86	42	Bacteroidota
HNCeC10.Bin53	44	23	Actinobacteriota
HNCeC10.Bin59	100	45	Firmicutes
HNCeC10.Bin6	14	12	Firmicutes
HNCeC10.Bin60	119	39	Firmicutes
HNCeC10.Bin67	131	51	Firmicutes
HNCeC10.Bin71	61	32	Firmicutes
HNCeC10.Bin77	73	39	Bacteroidota
HNCeC10.Bin78	82	29	Firmicutes
HNCeC10.Bin81	45	23	Eremiobacterota
HNCeC10.Bin82	153	66	Bacteroidota
HNCeC10.Bin84	26	16	Actinobacteriota
HNCeC10.Bin9	101	40	Firmicutes
HNCeC10.Bin93	78	33	Firmicutes
HNCeC10.Bin97	147	71	Bacteroidota
HNCeC10.Bin98	85	45	Firmicutes
HNCeC10.Bin99	90	33	Firmicutes
HNCeC11.Bin10	171	66	Bacteroidota
HNCeC11.Bin12	59	28	Desulfobacterota
HNCeC11.Bin13	103	42	Firmicutes
HNCeC11.Bin15	64	40	Firmicutes
HNCeC11.Bin17	166	80	Bacteroidota
HNCeC11.Bin19	44	23	Firmicutes
HNCeC11.Bin21	52	23	Desulfobacterota
HNCeC11.Bin26	149	44	Firmicutes
HNCeC11.Bin27	39	22	Firmicutes
HNCeC11.Bin31	64	33	Firmicutes
HNCeC11.Bin36	82	30	Bacteroidota
HNCeC11.Bin37	153	58	Firmicutes
HNCeC11.Bin4	69	31	Firmicutes
HNCeC11.Bin41	70	38	Firmicutes
HNCeC11.Bin42	55	30	Firmicutes
HNCeC11.Bin43	130	59	Bacteroidota
HNCeC11.Bin44	88	48	Firmicutes
HNCeC11.Bin46	88	46	Firmicutes
HNCeC11.Bin47	51	28	Firmicutes
HNCeC11.Bin50	69	41	Firmicutes
HNCeC11.Bin53	125	65	Bacteroidota
HNCeC11.Bin56	125	56	Firmicutes
HNCeC11.Bin57	28	12	Methanobacteriota
HNCeC11.Bin58	30	17	Bacteroidota
HNCeC11.Bin59	29	17	Firmicutes
HNCeC11.Bin62	35	16	Firmicutes
HNCeC11.Bin64	60	20	Firmicutes
HNCeC11.Bin65	72	35	Bacteroidota
HNCeC11.Bin67	25	12	Actinobacteriota
HNCeC11.Bin68	112	55	Bacteroidota
HNCeC11.Bin69	74	39	Firmicutes
HNCeC11.Bin70	54	36	Proteobacteria
HNCeC11.Bin71	29	19	Firmicutes
HNCeC11.Bin78	78	32	Firmicutes
HNCeC11.Bin8	102	57	Firmicutes
HNCeC11.Bin82	45	26	Spirochaetota
HNCeC11.Bin85	6	6	Firmicutes
HNCeC11.Bin86	79	37	Firmicutes
HNCeC11.Bin87	75	42	Bacteroidota
HNCeC11.Bin90	92	40	Firmicutes
HNCeC11.Bin93	91	44	Firmicutes
HNCeC11.Bin96	63	26	Firmicutes
HNCeC12.Bin11	64	35	Firmicutes
HNCeC12.Bin12	75	41	Firmicutes
HNCeC12.Bin15	43	24	Desulfobacterota
HNCeC12.Bin16	68	26	Firmicutes
HNCeC12.Bin18	125	44	Firmicutes
HNCeC12.Bin23	93	50	Firmicutes
HNCeC12.Bin24	21	15	Firmicutes
HNCeC12.Bin27	166	63	Bacteroidota
HNCeC12.Bin33	130	55	Bacteroidota
HNCeC12.Bin35	37	17	Firmicutes
HNCeC12.Bin36	51	25	Bacteroidota
HNCeC12.Bin37	124	53	Firmicutes
HNCeC12.Bin38	181	69	Bacteroidota
HNCeC12.Bin43	63	38	Firmicutes
HNCeC12.Bin49	183	49	Firmicutes
HNCeC12.Bin51	51	32	Firmicutes
HNCeC12.Bin53	100	47	Firmicutes
HNCeC12.Bin56	52	26	Desulfobacterota
HNCeC12.Bin57	132	58	Bacteroidota
HNCeC12.Bin58	105	55	Bacteroidota
HNCeC12.Bin61	26	18	Firmicutes
HNCeC12.Bin9	155	70	Bacteroidota
HNCeC13.Bin10	119	58	Firmicutes
HNCeC13.Bin11	81	43	Bacteroidota
HNCeC13.Bin12	121	55	Bacteroidota
HNCeC13.Bin13	142	56	Bacteroidota
HNCeC13.Bin15	144	58	Bacteroidota
HNCeC13.Bin18	86	44	Bacteroidota
HNCeC13.Bin2	139	72	Bacteroidota
HNCeC13.Bin22	179	74	Bacteroidota
HNCeC13.Bin3	49	28	Firmicutes
HNCeC13.Bin30	62	41	Firmicutes
HNCeC13.Bin32	52	31	Firmicutes
HNCeC13.Bin34	122	46	Firmicutes
HNCeC13.Bin41	16	11	Firmicutes
HNCeC13.Bin43	32	21	Firmicutes
HNCeC13.Bin44	133	55	Bacteroidota
HNCeC13.Bin52	61	34	Firmicutes
HNCeC13.Bin53	138	63	Bacteroidota
HNCeC13.Bin55	242	91	Bacteroidota
HNCeC13.Bin57	89	48	Firmicutes
HNCeC13.Bin60	167	49	Firmicutes
HNCeC13.Bin67	165	67	Bacteroidota
HNCeC13.Bin70	70	45	Firmicutes
HNCeC13.Bin77	21	11	Firmicutes
HNCeC13.Bin78	30	20	Bacteroidota
HNCeC13.Bin83	108	48	Bacteroidota
HNCeC14.Bin12	68	35	Bacteroidota
HNCeC14.Bin13	134	54	Firmicutes
HNCeC14.Bin14	58	25	Desulfobacterota
HNCeC14.Bin15	189	70	Bacteroidota
HNCeC14.Bin23	76	35	Firmicutes
HNCeC14.Bin25	164	64	Firmicutes
HNCeC14.Bin29	19	13	Firmicutes
HNCeC14.Bin32	92	37	Proteobacteria
HNCeC14.Bin36	160	47	Firmicutes
HNCeC14.Bin38	71	29	Bacteroidota
HNCeC14.Bin39	83	43	Firmicutes
HNCeC14.Bin4	117	57	Firmicutes
HNCeC14.Bin47	145	66	Bacteroidota
HNCeC15.Bin1	57	25	Firmicutes
HNCeC15.Bin12	9	8	Desulfobacterota
HNCeC15.Bin21	47	24	Firmicutes
HNCeC15.Bin23	16	11	Firmicutes
HNCeC15.Bin24	79	34	Firmicutes
HNCeC15.Bin25	49	27	Bacteroidota
HNCeC15.Bin30	89	54	Firmicutes
HNCeC15.Bin33	108	49	Verrucomicrobiota
HNCeC15.Bin34	60	38	Firmicutes
HNCeC15.Bin37	48	29	Actinobacteriota
HNCeC15.Bin39	69	27	Bacteroidota
HNCeC15.Bin41	67	38	Firmicutes
HNCeC15.Bin43	163	65	Bacteroidota
HNCeC15.Bin45	124	58	Bacteroidota
HNCeC15.Bin47	73	42	Firmicutes
HNCeC15.Bin49	119	53	Firmicutes
HNCeC15.Bin5	21	14	Actinobacteriota
HNCeC15.Bin53	39	21	Firmicutes
HNCeC15.Bin55	64	28	Firmicutes
HNCeC15.Bin56	48	26	Bacteroidota
HNCeC15.Bin57	145	49	Firmicutes
HNCeC15.Bin58	106	43	Firmicutes
HNCeC15.Bin60	20	10	Firmicutes
HNCeC15.Bin65	46	29	Firmicutes
HNCeC15.Bin68	52	31	Firmicutes
HNCeC15.Bin70	150	63	Bacteroidota
HNCeC15.Bin72	159	43	Firmicutes
HNCeC15.Bin79	137	50	Firmicutes
HNCeC15.Bin8	92	44	Bacteroidota
HNCeC15.Bin85	33	21	Firmicutes
HNCeC16.Bin10	147	46	Firmicutes
HNCeC16.Bin100	58	39	Firmicutes
HNCeC16.Bin103	61	35	Firmicutes
HNCeC16.Bin106	120	61	Bacteroidota
HNCeC16.Bin111	27	22	Firmicutes
HNCeC16.Bin112	57	35	Bacteroidota
HNCeC16.Bin115	119	54	Bacteroidota
HNCeC16.Bin117	96	51	Firmicutes
HNCeC16.Bin119	24	15	Proteobacteria
HNCeC16.Bin12	37	25	Proteobacteria
HNCeC16.Bin16	33	24	Firmicutes
HNCeC16.Bin29	54	35	Firmicutes
HNCeC16.Bin3	120	51	Firmicutes
HNCeC16.Bin30	64	28	Desulfobacterota
HNCeC16.Bin37	71	43	Firmicutes
HNCeC16.Bin39	144	60	Bacteroidota
HNCeC16.Bin46	56	36	Bacteroidota
HNCeC16.Bin47	51	29	Firmicutes
HNCeC16.Bin48	130	58	Bacteroidota
HNCeC16.Bin52	77	32	Firmicutes
HNCeC16.Bin55	57	31	Firmicutes
HNCeC16.Bin56	23	15	Bacteroidota
HNCeC16.Bin63	143	50	Firmicutes
HNCeC16.Bin75	29	18	Firmicutes
HNCeC16.Bin76	26	13	Actinobacteriota
HNCeC16.Bin8	40	22	Firmicutes
HNCeC16.Bin82	78	46	Bacteroidota
HNCeC16.Bin93	67	32	Firmicutes
HNCeC16.Bin94	17	10	Firmicutes
HNCeC17.Bin11	90	32	Firmicutes
HNCeC17.Bin12	54	29	Firmicutes
HNCeC17.Bin13	59	32	Firmicutes
HNCeC17.Bin15	107	51	Firmicutes
HNCeC17.Bin19	53	32	Firmicutes
HNCeC17.Bin20	163	47	Firmicutes
HNCeC17.Bin22	165	64	Bacteroidota
HNCeC17.Bin37	109	51	Firmicutes
HNCeC17.Bin39	51	26	Actinobacteriota
HNCeC17.Bin40	114	52	Bacteroidota
HNCeC17.Bin42	37	26	Firmicutes
HNCeC17.Bin44	34	22	Firmicutes
HNCeC17.Bin48	72	35	Actinobacteriota
HNCeC17.Bin52	79	44	Firmicutes
HNCeC17.Bin59	177	67	Bacteroidota
HNCeC17.Bin64	118	62	Firmicutes
HNCeC17.Bin65	122	49	Firmicutes
